,tokens,ner_tags,sentence_id
398,colors,O,13
399,.,O,13
400,Because,O,14
401,of,O,14
402,the,O,14
403,high,O,14
404,cost,O,14
405,and,O,14
406,complicated,O,14
407,logistics,O,14
408,",",O,14
409,we,O,14
410,had,O,14
411,to,O,14
412,limit,O,14
413,the,O,14
414,visit,O,14
415,to,O,14
416,a,O,14
417,few,O,14
418,days,O,14
419,on,O,14
420,each,O,14
421,of,O,14
422,three,O,14
423,mountain,O,14
424,tops,O,14
425,.,O,14
426,As,O,15
427,we,O,15
428,immerse,O,15
429,ourselves,O,15
430,in,O,15
431,the,O,15
432,beauty,O,15
433,of,O,15
434,these,O,15
435,landscapes,O,15
436,",",O,15
437,let,O,15
438,us,O,15
439,not,O,15
440,forget,O,15
441,that,O,15
442,nature's,O,15
443,wonders,O,15
444,extend,O,15
445,beyond,O,15
446,the,O,15
447,grandeur,O,15
448,of,O,15
449,mountains,O,15
450,.,O,15
451,As,O,16
452,the,O,16
453,sun,O,16
454,sets,O,16
455,over,O,16
456,the,O,16
457,Scandinavian,O,16
458,wilderness,O,16
459,",",O,16
460,the,O,16
461,Norwegian,O,16
462,mountains,O,16
463,",",O,16
464,including,O,16
465,Galdhøpiggen,B-MOUNT,16
466,and,O,16
467,Glittertind,B-MOUNT,16
468,",",O,16
469,paint,O,16
470,a,O,16
471,picture,O,16
472,of,O,16
473,serene,O,16
474,beauty,O,16
475,.,O,16
476,Ukraine's,O,17
477,culinary,O,17
478,landscape,O,17
479,is,O,17
480,equally,O,17
481,diverse,O,17
482,",",O,17
483,with,O,17
484,borscht,O,17
485,",",O,17
486,pierogi,O,17
487,",",O,17
488,and,O,17
489,varenyky,O,17
490,taking,O,17
491,center,O,17
492,stage,O,17
493,.,O,17
494,From,O,18
495,the,O,18
496,ancient,O,18
497,Appalachian,B-MOUNT,18
498,Mountains,I-MOUNT,18
499,of,O,18
500,North,O,18
501,America,O,18
502,to,O,18
503,the,O,18
504,volcanic,O,18
505,peaks,O,18
506,of,O,18
507,the,O,18
508,Ring,B-MOUNT,18
509,of,I-MOUNT,18
510,Fire,I-MOUNT,18
511,in,O,18
512,the,O,18
513,Pacific,O,18
514,",",O,18
515,the,O,18
516,Earth's,O,18
517,geological,O,18
518,diversity,O,18
519,is,O,18
520,a,O,18
521,testament,O,18
522,to,O,18
523,the,O,18
524,ceaseless,O,18
525,dance,O,18
526,of,O,18
527,continents,O,18
528,and,O,18
529,the,O,18
530,transformative,O,18
531,power,O,18
532,of,O,18
533,time,O,18
534,.,O,18
535,The,O,19
536,Maori,O,19
537,legends,O,19
538,intertwine,O,19
539,with,O,19
540,the,O,19
541,rugged,O,19
542,beauty,O,19
543,of,O,19
544,these,O,19
545,peaks,O,19
546,",",O,19
547,creating,O,19
548,a,O,19
549,cultural,O,19
550,tapestry,O,19
551,that,O,19
552,enriches,O,19
553,the,O,19
554,appreciation,O,19
555,of,O,19
556,the,O,19
557,natural,O,19
558,wonders,O,19
559,.,O,19
560,The,O,20
561,geothermal,O,20
562,activity,O,20
563,in,O,20
564,this,O,20
565,region,O,20
566,is,O,20
567,a,O,20
568,reminder,O,20
569,of,O,20
570,the,O,20
571,Earth's,O,20
572,internal,O,20
573,heat,O,20
574,",",O,20
575,manifesting,O,20
576,in,O,20
577,hot,O,20
578,springs,O,20
579,",",O,20
580,geysers,O,20
581,",",O,20
582,and,O,20
583,active,O,20
584,volcanoes,O,20
585,.,O,20
586,Imagine,O,21
587,standing,O,21
588,amidst,O,21
589,the,O,21
590,lush,O,21
591,valleys,O,21
592,of,O,21
593,the,O,21
594,Cascade,B-MOUNT,21
595,Range,I-MOUNT,21
596,",",O,21
597,with,O,21
598,the,O,21
599,towering,O,21
600,presence,O,21
601,of,O,21
602,Mount,B-MOUNT,21
603,Hood,I-MOUNT,21
604,reaching,O,21
605,towards,O,21
606,the,O,21
607,heavens,O,21
608,",",O,21
609,a,O,21
610,sentinel,O,21
611,of,O,21
612,the,O,21
613,Pacific,O,21
614,Northwest,O,21
615,.,O,21
616,The,O,22
617,mountain,O,22
618,tops,O,22
619,were,O,22
620,selected,O,22
621,based,O,22
622,on,O,22
623,their,O,22
624,altitude,O,22
625,and,O,22
626,remoteness,O,22
627,.,O,22
628,In,O,23
629,every,O,23
630,corner,O,23
631,of,O,23
632,the,O,23
633,globe,O,23
634,",",O,23
635,from,O,23
636,the,O,23
637,fjords,O,23
638,of,O,23
639,Scandinavia,O,23
640,to,O,23
641,the,O,23
642,deserts,O,23
643,of,O,23
644,the,O,23
645,American,B-MOUNT,23
646,Southwest,I-MOUNT,23
647,",",O,23
648,nature,O,23
649,reveals,O,23
650,its,O,23
651,boundless,O,23
652,creativity,O,23
653,and,O,23
654,resilience,O,23
655,.,O,23
656,As,O,24
657,one,O,24
658,ascends,O,24
659,through,O,24
660,moss-covered,O,24
661,forests,O,24
662,and,O,24
663,otherworldly,O,24
664,landscapes,O,24
665,",",O,24
666,it,O,24
667,becomes,O,24
668,clear,O,24
669,that,O,24
670,these,O,24
671,peaks,O,24
672,are,O,24
673,not,O,24
674,merely,O,24
675,geographical,O,24
676,features,O,24
677,but,O,24
678,guardians,O,24
679,of,O,24
680,biodiversity,O,24
681,",",O,24
682,home,O,24
683,to,O,24
684,unique,O,24
685,flora,O,24
686,and,O,24
687,fauna,O,24
688,found,O,24
689,nowhere,O,24
690,else,O,24
691,on,O,24
692,Earth,O,24
693,.,O,24
694,Venturing,O,25
695,into,O,25
696,the,O,25
697,heart,O,25
698,of,O,25
699,South,O,25
700,America,O,25
701,",",O,25
702,the,O,25
703,Venezuelan,O,25
704,Andes,O,25
705,introduce,O,25
706,the,O,25
707,world,O,25
708,to,O,25
709,Pico,B-MOUNT,25
710,Bolívar,I-MOUNT,25
711,",",O,25
712,the,O,25
713,highest,O,25
714,peak,O,25
715,in,O,25
716,Venezuela,O,25
717,.,O,25
718,Peaks,O,26
719,like,O,26
720,Kangchenjunga,B-MOUNT,26
721,and,O,26
722,Annapurna,B-MOUNT,26
723,",",O,26
724,each,O,26
725,with,O,26
726,its,O,26
727,unique,O,26
728,allure,O,26
729,",",O,26
730,add,O,26
731,to,O,26
732,the,O,26
733,mystique,O,26
734,of,O,26
735,this,O,26
736,sacred,O,26
737,mountain,O,26
738,range,O,26
739,",",O,26
740,where,O,26
741,every,O,26
742,ascent,O,26
743,is,O,26
744,a,O,26
745,dance,O,26
746,with,O,26
747,both,O,26
748,the,O,26
749,heavens,O,26
750,and,O,26
751,the,O,26
752,limits,O,26
753,of,O,26
754,human,O,26
755,endurance,O,26
756,.,O,26
757,The,O,27
758,snow-capped,O,27
759,peaks,O,27
760,of,O,27
761,Elbrus,B-MOUNT,27
762,",",O,27
763,the,O,27
764,highest,O,27
765,in,O,27
766,Europe,O,27
767,",",O,27
768,dominate,O,27
769,the,O,27
770,skyline,O,27
771,",",O,27
772,inviting,O,27
773,climbers,O,27
774,and,O,27
775,dreamers,O,27
776,to,O,27
777,explore,O,27
778,the,O,27
779,alpine,O,27
780,wonders,O,27
781,of,O,27
782,this,O,27
783,ancient,O,27
784,mountain,O,27
785,range,O,27
786,.,O,27
787,The,O,28
788,Rwenzori,B-MOUNT,28
789,Mountains,I-MOUNT,28
790,",",O,28
791,with,O,28
792,their,O,28
793,glaciers,O,28
794,and,O,28
795,unique,O,28
796,ecosystems,O,28
797,",",O,28
798,are,O,28
799,a,O,28
800,consequence,O,28
801,of,O,28
802,this,O,28
803,tectonic,O,28
804,activity,O,28
805,.,O,28
806,The,O,29
807,tranquil,O,29
808,lakes,O,29
809,mirror,O,29
810,the,O,29
811,majesty,O,29
812,of,O,29
813,these,O,29
814,Italian,B-MOUNT,29
815,mountains,I-MOUNT,29
816,",",O,29
817,inviting,O,29
818,contemplation,O,29
819,in,O,29
820,the,O,29
821,midst,O,29
822,of,O,29
823,serene,O,29
824,reflections,O,29
825,.,O,29
826,In,O,30
827,the,O,30
828,far,O,30
829,reaches,O,30
830,of,O,30
831,Oceania,O,30
832,",",O,30
833,the,O,30
834,Southern,O,30
835,Alps,O,30
836,of,O,30
837,New,O,30
838,Zealand,O,30
839,showcase,O,30
840,the,O,30
841,formidable,O,30
842,Aoraki,B-MOUNT,30
843,/,O,30
844,Mount,B-MOUNT,30
845,Cook,I-MOUNT,30
846,",",O,30
847,surrounded,O,30
848,by,O,30
849,glaciers,O,30
850,and,O,30
851,alpine,O,30
852,lakes,O,30
853,.,O,30
854,In,O,31
855,the,O,31
856,grand,O,31
857,theater,O,31
858,of,O,31
859,nature,O,31
860,",",O,31
861,where,O,31
862,the,O,31
863,curtains,O,31
864,of,O,31
865,the,O,31
866,sky,O,31
867,open,O,31
868,to,O,31
869,reveal,O,31
870,the,O,31
871,mesmerizing,O,31
872,landscapes,O,31
873,that,O,31
874,shape,O,31
875,our,O,31
876,world,O,31
877,",",O,31
878,one,O,31
879,cannot,O,31
880,help,O,31
881,but,O,31
882,be,O,31
883,humbled,O,31
884,by,O,31
885,the,O,31
886,sheer,O,31
887,diversity,O,31
888,and,O,31
889,magnificence,O,31
890,of,O,31
891,the,O,31
892,Earth's,O,31
893,features,O,31
894,.,O,31
895,Peaks,O,32
896,like,O,32
897,Nanda,B-MOUNT,32
898,Devi,I-MOUNT,32
899,and,O,32
900,Kangchenjunga,B-MOUNT,32
901,",",O,32
902,among,O,32
903,the,O,32
904,highest,O,32
905,in,O,32
906,the,O,32
907,world,O,32
908,",",O,32
909,beckon,O,32
910,adventurers,O,32
911,to,O,32
912,explore,O,32
913,their,O,32
914,challenging,O,32
915,terrain,O,32
916,",",O,32
917,while,O,32
918,the,O,32
919,Ganges,O,32
920,and,O,32
921,Indus,O,32
922,rivers,O,32
923,originate,O,32
924,from,O,32
925,these,O,32
926,lofty,O,32
927,summits,O,32
928,",",O,32
929,shaping,O,32
930,the,O,32
931,landscapes,O,32
932,they,O,32
933,traverse,O,32
934,.,O,32
935,Traversing,O,33
936,further,O,33
937,east,O,33
938,",",O,33
939,the,O,33
940,majestic,O,33
941,Tian,B-MOUNT,33
942,Shan,I-MOUNT,33
943,Mountains,O,33
944,in,O,33
945,Central,O,33
946,Asia,O,33
947,whisper,O,33
948,tales,O,33
949,of,O,33
950,rugged,O,33
951,beauty,O,33
952,.,O,33
953,Peaks,O,34
954,like,O,34
955,Aneto,B-MOUNT,34
956,and,O,34
957,Vignemale,B-MOUNT,34
958,rise,O,34
959,above,O,34
960,rolling,O,34
961,meadows,O,34
962,",",O,34
963,providing,O,34
964,a,O,34
965,haven,O,34
966,for,O,34
967,hikers,O,34
968,and,O,34
969,a,O,34
970,sanctuary,O,34
971,for,O,34
972,biodiversity,O,34
973,.,O,34
974,The,O,35
975,relentless,O,35
976,pressure,O,35
977,generated,O,35
978,by,O,35
979,this,O,35
980,collision,O,35
981,has,O,35
982,thrust,O,35
983,the,O,35
984,Earth's,O,35
985,crust,O,35
986,skyward,O,35
987,",",O,35
988,creating,O,35
989,some,O,35
990,of,O,35
991,the,O,35
992,world's,O,35
993,tallest,O,35
994,peaks,O,35
995,",",O,35
996,including,O,35
997,the,O,35
998,renowned,O,35
999,Mount,B-MOUNT,35
1000,Everest,I-MOUNT,35
1001,",",O,35
1002,Lhotse,B-MOUNT,35
1003,",",O,35
1004,and,O,35
1005,Makalu,B-MOUNT,35
1006,.,O,35
1007,In,O,36
1008,the,O,36
1009,embrace,O,36
1010,of,O,36
1011,nature's,O,36
1012,sprawling,O,36
1013,tapestry,O,36
1014,",",O,36
1015,where,O,36
1016,every,O,36
1017,sunrise,O,36
1018,paints,O,36
1019,a,O,36
1020,unique,O,36
1021,masterpiece,O,36
1022,",",O,36
1023,one,O,36
1024,finds,O,36
1025,solace,O,36
1026,and,O,36
1027,wonder,O,36
1028,in,O,36
1029,the,O,36
1030,diverse,O,36
1031,landscapes,O,36
1032,that,O,36
1033,adorn,O,36
1034,our,O,36
1035,planet,O,36
1036,.,O,36
1037,From,O,37
1038,the,O,37
1039,iconic,O,37
1040,peaks,O,37
1041,of,O,37
1042,the,O,37
1043,Rocky,B-MOUNT,37
1044,Mountains,I-MOUNT,37
1045,to,O,37
1046,the,O,37
1047,hidden,O,37
1048,gems,O,37
1049,of,O,37
1050,the,O,37
1051,Japanese,B-MOUNT,37
1052,Alps,I-MOUNT,37
1053,",",O,37
1054,each,O,37
1055,mountain,O,37
1056,range,O,37
1057,contributes,O,37
1058,to,O,37
1059,the,O,37
1060,global,O,37
1061,symphony,O,37
1062,of,O,37
1063,ecosystems,O,37
1064,",",O,37
1065,a,O,37
1066,harmonious,O,37
1067,collaboration,O,37
1068,that,O,37
1069,sustains,O,37
1070,life,O,37
1071,on,O,37
1072,our,O,37
1073,planet,O,37
1074,.,O,37
1075,The,O,38
1076,sheer,O,38
1077,magnitude,O,38
1078,of,O,38
1079,these,O,38
1080,giants,O,38
1081,humbles,O,38
1082,even,O,38
1083,the,O,38
1084,most,O,38
1085,intrepid,O,38
1086,adventurers,O,38
1087,",",O,38
1088,offering,O,38
1089,a,O,38
1090,glimpse,O,38
1091,into,O,38
1092,the,O,38
1093,profound,O,38
1094,forces,O,38
1095,that,O,38
1096,shape,O,38
1097,our,O,38
1098,planet,O,38
1099,.,O,38
1100,Strolling,O,39
1101,through,O,39
1102,the,O,39
1103,historic,O,39
1104,streets,O,39
1105,of,O,39
1106,Podil,O,39
1107,and,O,39
1108,marveling,O,39
1109,at,O,39
1110,the,O,39
1111,architectural,O,39
1112,gems,O,39
1113,along,O,39
1114,Khreshchatyk,O,39
1115,Street,O,39
1116,",",O,39
1117,one,O,39
1118,can,O,39
1119,feel,O,39
1120,the,O,39
1121,pulse,O,39
1122,of,O,39
1123,a,O,39
1124,city,O,39
1125,that,O,39
1126,has,O,39
1127,endured,O,39
1128,centuries,O,39
1129,of,O,39
1130,triumphs,O,39
1131,and,O,39
1132,tribulations,O,39
1133,.,O,39
1134,As,O,40
1135,the,O,40
1136,sun,O,40
1137,sets,O,40
1138,over,O,40
1139,the,O,40
1140,Rockies,B-MOUNT,40
1141,in,O,40
1142,North,O,40
1143,America,O,40
1144,",",O,40
1145,peaks,O,40
1146,like,O,40
1147,Denali,B-MOUNT,40
1148,in,O,40
1149,Alaska,O,40
1150,and,O,40
1151,Mount,B-MOUNT,40
1152,Elbert,I-MOUNT,40
1153,in,O,40
1154,Colorado,O,40
1155,cast,O,40
1156,long,O,40
1157,shadows,O,40
1158,over,O,40
1159,the,O,40
1160,rugged,O,40
1161,terrain,O,40
1162,",",O,40
1163,reminding,O,40
1164,us,O,40
1165,of,O,40
1166,the,O,40
1167,vastness,O,40
1168,and,O,40
1169,diversity,O,40
1170,of,O,40
1171,the,O,40
1172,continent,O,40
1173,.,O,40
1174,Let's,O,41
1175,embark,O,41
1176,on,O,41
1177,a,O,41
1178,geological,O,41
1179,journey,O,41
1180,",",O,41
1181,exploring,O,41
1182,the,O,41
1183,intricacies,O,41
1184,of,O,41
1185,tectonic,O,41
1186,plates,O,41
1187,",",O,41
1188,the,O,41
1189,sculpting,O,41
1190,power,O,41
1191,of,O,41
1192,erosion,O,41
1193,",",O,41
1194,and,O,41
1195,the,O,41
1196,majestic,O,41
1197,formations,O,41
1198,that,O,41
1199,define,O,41
1200,our,O,41
1201,world,O,41
1202,.,O,41
1203,Crossing,O,42
1204,continents,O,42
1205,",",O,42
1206,the,O,42
1207,ethereal,O,42
1208,glow,O,42
1209,of,O,42
1210,dawn,O,42
1211,illuminates,O,42
1212,the,O,42
1213,Himalayas,B-MOUNT,42
1214,",",O,42
1215,home,O,42
1216,to,O,42
1217,the,O,42
1218,formidable,O,42
1219,peaks,O,42
1220,of,O,42
1221,Annapurna,B-MOUNT,42
1222,and,O,42
1223,the,O,42
1224,legendary,O,42
1225,Mount,B-MOUNT,42
1226,Everest,I-MOUNT,42
1227,.,O,42
1228,This,O,43
1229,dynamic,O,43
1230,interaction,O,43
1231,has,O,43
1232,given,O,43
1233,rise,O,43
1234,to,O,43
1235,the,O,43
1236,impressive,O,43
1237,stratovolcanoes,O,43
1238,like,O,43
1239,Cotopaxi,B-MOUNT,43
1240,and,O,43
1241,the,O,43
1242,towering,O,43
1243,peaks,O,43
1244,of,O,43
1245,the,O,43
1246,Andean,B-MOUNT,43
1247,range,O,43
1248,.,O,43
1249,Each,O,44
1250,mountain,O,44
1251,range,O,44
1252,",",O,44
1253,with,O,44
1254,its,O,44
1255,unique,O,44
1256,character,O,44
1257,and,O,44
1258,story,O,44
1259,",",O,44
1260,contributes,O,44
1261,to,O,44
1262,the,O,44
1263,rich,O,44
1264,tapestry,O,44
1265,of,O,44
1266,our,O,44
1267,planet's,O,44
1268,natural,O,44
1269,heritage,O,44
1270,.,O,44
1271,In,O,45
1272,the,O,45
1273,grand,O,45
1274,narrative,O,45
1275,of,O,45
1276,nature,O,45
1277,",",O,45
1278,where,O,45
1279,every,O,45
1280,mountain,O,45
1281,tells,O,45
1282,a,O,45
1283,story,O,45
1284,",",O,45
1285,we,O,45
1286,find,O,45
1287,ourselves,O,45
1288,immersed,O,45
1289,in,O,45
1290,a,O,45
1291,tale,O,45
1292,of,O,45
1293,geological,O,45
1294,wonders,O,45
1295,",",O,45
1296,ecological,O,45
1297,marvels,O,45
1298,",",O,45
1299,and,O,45
1300,the,O,45
1301,timeless,O,45
1302,beauty,O,45
1303,that,O,45
1304,has,O,45
1305,inspired,O,45
1306,poets,O,45
1307,",",O,45
1308,artists,O,45
1309,",",O,45
1310,and,O,45
1311,explorers,O,45
1312,throughout,O,45
1313,the,O,45
1314,ages,O,45
1315,.,O,45
1316,Next,O,46
1317,morning,O,46
1318,",",O,46
1319,the,O,46
1320,real,O,46
1321,adventure,O,46
1322,started,O,46
1323,with,O,46
1324,a,O,46
1325,highly,O,46
1326,thrilling,O,46
1327,jeep,O,46
1328,ride,O,46
1329,to,O,46
1330,Paye,B-MOUNT,46
1331,Meadows,I-MOUNT,46
1332,",",O,46
1333,this,O,46
1334,is,O,46
1335,a,O,46
1336,high,O,46
1337,altitude,O,46
1338,paradise,O,46
1339,that,O,46
1340,is,O,46
1341,nestled,O,46
1342,amidst,O,46
1343,the,O,46
1344,majestic,O,46
1345,range,O,46
1346,of,O,46
1347,Himalaya,B-MOUNT,46
1348,.,O,46
1349,The,O,47
1350,golden,O,47
1351,domes,O,47
1352,of,O,47
1353,St.,O,47
1354,Sophia's,O,47
1355,Cathedral,O,47
1356,and,O,47
1357,Kyiv,O,47
1358,Pechersk,O,47
1359,Lavra,O,47
1360,",",O,47
1361,a,O,47
1362,UNESCO,O,47
1363,World,O,47
1364,Heritage,O,47
1365,site,O,47
1366,",",O,47
1367,bear,O,47
1368,witness,O,47
1369,to,O,47
1370,the,O,47
1371,city's,O,47
1372,rich,O,47
1373,religious,O,47
1374,and,O,47
1375,cultural,O,47
1376,heritage,O,47
1377,.,O,47
1378,Geology,O,48
1379,",",O,48
1380,as,O,48
1381,a,O,48
1382,science,O,48
1383,",",O,48
1384,allows,O,48
1385,us,O,48
1386,to,O,48
1387,decipher,O,48
1388,the,O,48
1389,Earth's,O,48
1390,narrative,O,48
1391,",",O,48
1392,unraveling,O,48
1393,the,O,48
1394,tales,O,48
1395,written,O,48
1396,in,O,48
1397,its,O,48
1398,rocks,O,48
1399,and,O,48
1400,landforms,O,48
1401,.,O,48
1402,In,O,49
1403,the,O,49
1404,heart,O,49
1405,of,O,49
1406,the,O,49
1407,European,O,49
1408,continent,O,49
1409,",",O,49
1410,the,O,49
1411,Carpathian,B-MOUNT,49
1412,Mountains,I-MOUNT,49
1413,unveil,O,49
1414,a,O,49
1415,landscape,O,49
1416,of,O,49
1417,untamed,O,49
1418,wilderness,O,49
1419,.,O,49
1420,Its,O,50
1421,snow-capped,O,50
1422,peaks,O,50
1423,",",O,50
1424,glistening,O,50
1425,in,O,50
1426,the,O,50
1427,equatorial,O,50
1428,sunlight,O,50
1429,",",O,50
1430,are,O,50
1431,a,O,50
1432,testament,O,50
1433,to,O,50
1434,the,O,50
1435,diverse,O,50
1436,landscapes,O,50
1437,that,O,50
1438,grace,O,50
1439,our,O,50
1440,planet,O,50
1441,.,O,50
1442,In,O,51
1443,the,O,51
1444,heart,O,51
1445,of,O,51
1446,Africa,O,51
1447,",",O,51
1448,Kilimanjaro,B-MOUNT,51
1449,stands,O,51
